Year,Name,Gender
1880,Johanna,F
1880,John,F
1880,Johannah,F
1880,John,M
1880,Jonathan,M
1880,Johnson,M
1881,Johanna,F
1881,John,F
1881,John,M
1881,Jonathan,M
1881,Johnson,M
1881,Johnathan,M
1882,Johanna,F
1882,John,F
1882,Johannah,F
1882,John,M
1882,Jonathan,M
1882,Johnson,M
1883,Johanna,F
1883,John,F
1883,John,M
1883,Jonathan,M
1883,Johnson,M
1884,Johanna,F
1884,John,F
1884,Johannah,F
1884,John,M
1884,Jonathan,M
1884,Johnson,M
1885,Johanna,F
1885,John,F
1885,Johannah,F
1885,John,M
1885,Jonathan,M
1885,Johnson,M
1886,Johanna,F
1886,John,F
1886,John,M
1886,Jonathan,M
1886,Johnson,M
1886,Johnathan,M
1887,Johanna,F
1887,John,F
1887,John,M
1887,Johnson,M
1887,Jonathan,M
1888,Johanna,F
1888,John,F
1888,Johannah,F
1888,John,M
1888,Johnson,M
1888,Jonathan,M
1889,Johanna,F
1889,John,F
1889,John,M
1889,Johnson,M
1889,Jonathan,M
1890,Johanna,F
1890,John,F
1890,Johannah,F
1890,John,M
1890,Johnson,M
1890,Jonathan,M
1891,Johanna,F
1891,John,F
1891,John,M
1891,Johnson,M
1891,Jonathan,M
1892,Johanna,F
1892,John,F
1892,Johannah,F
1892,John,M
1892,Johnson,M
1892,Jonathan,M
1893,Johanna,F
1893,John,F
1893,Johannah,F
1893,John,M
1893,Johnson,M
1893,Jonathan,M
1894,Johanna,F
1894,John,F
1894,John,M
1894,Jonathan,M
1894,Johnson,M
1895,Johanna,F
1895,John,F
1895,Johannah,F
1895,John,M
1895,Johnson,M
1895,Jonathan,M
1896,Johanna,F
1896,John,F
1896,Johannah,F
1896,John,M
1896,Johnson,M
1896,Jonathan,M
1897,Johanna,F
1897,John,F
1897,Johannah,F
1897,John,M
1897,Jonathan,M
1897,Johnson,M
1898,Johanna,F
1898,John,F
1898,Johannah,F
1898,John,M
1898,Jonathan,M
1898,Johnson,M
1899,Johanna,F
1899,John,F
1899,John,M
1899,Johnson,M
1899,Jonathan,M
1900,Johanna,F
1900,John,F
1900,Johannah,F
1900,John,M
1900,Johnson,M
1900,Jonathan,M
1901,Johanna,F
1901,John,F
1901,John,M
1901,Johnson,M
1901,Jonathan,M
1902,Johanna,F
1902,John,F
1902,John,M
1902,Jonathan,M
1902,Johnson,M
1903,Johanna,F
1903,John,F
1903,Johannah,F
1903,John,M
1903,Jonathan,M
1903,Johnson,M
1904,Johanna,F
1904,John,F
1904,John,M
1904,Johnson,M
1904,Jonathan,M
1905,Johanna,F
1905,John,F
1905,John,M
1905,Johnson,M
1905,Jonathan,M
1906,Johanna,F
1906,John,F
1906,John,M
1906,Johnson,M
1906,Jonathan,M
1907,Johanna,F
1907,John,F
1907,John,M
1907,Johnson,M
1907,Jonathan,M
1908,Johanna,F
1908,John,F
1908,Johannah,F
1908,John,M
1908,Johnson,M
1908,Jonathan,M
1909,Johanna,F
1909,John,F
1909,Johannah,F
1909,John,M
1909,Johnson,M
1909,Jonathan,M
1910,Johanna,F
1910,John,F
1910,John,M
1910,Johnson,M
1910,Jonathan,M
1911,Johanna,F
1911,John,F
1911,John,M
1911,Jonathan,M
1911,Johnson,M
1912,Johanna,F
1912,John,F
1912,John,M
1912,Jonathan,M
1912,Johnson,M
1912,Johann,M
1913,Johanna,F
1913,John,F
1913,Johannah,F
1913,John,M
1913,Jonathan,M
1913,Johnson,M
1914,Johanna,F
1914,John,F
1914,Johannah,F
1914,John,M
1914,Jonathan,M
1914,Johnson,M
1914,Johnston,M
1914,Johnathan,M
1915,Johanna,F
1915,John,F
1915,Johana,F
1915,Johannah,F
1915,John,M
1915,Jonathan,M
1915,Johnson,M
1915,Johann,M
1915,Johnathan,M
1915,Johnston,M
1916,Johanna,F
1916,John,F
1916,Johannah,F
1916,Johana,F
1916,John,M
1916,Jonathan,M
1916,Johnson,M
1916,Johnathan,M
1916,Johnston,M
1917,Johanna,F
1917,John,F
1917,Johannah,F
1917,Johnson,F
1917,John,M
1917,Jonathan,M
1917,Johnson,M
1917,Johnathan,M
1917,Johann,M
1918,Johanna,F
1918,John,F
1918,Johannah,F
1918,Johann,F
1918,John,M
1918,Jonathan,M
1918,Johnson,M
1918,Johnathan,M
1918,Johann,M
1919,John,F
1919,Johanna,F
1919,Johannah,F
1919,Johnna,F
1919,John,M
1919,Johnson,M
1919,Jonathan,M
1919,Johnathan,M
1919,Johnston,M
1919,Johnathon,M
1920,Johanna,F
1920,John,F
1920,Johann,F
1920,Johannah,F
1920,Johnna,F
1920,John,M
1920,Jonathan,M
