Year,Name,Gender
1880,Katheryn,F
1880,Kathryne,F
1881,Katheryn,F
1881,Kathryne,F
1882,Katheryn,F
1882,Kathryne,F
1883,Katheryn,F
1883,Kathryne,F
1884,Katheryn,F
1884,Kathryne,F
1885,Kathryne,F
1885,Katheryn,F
1886,Kathryne,F
1886,Katheryn,F
1887,Kathryne,F
1887,Katheryn,F
1888,Kathryne,F
1888,Katheryn,F
1889,Kathryne,F
1889,Katheryn,F
1890,Katheryn,F
1890,Kathryne,F
1891,Katheryn,F
1891,Kathryne,F
1891,Katheryne,F
1892,Katheryn,F
1892,Kathryne,F
1893,Katheryn,F
1893,Kathryne,F
1894,Katheryn,F
1894,Kathryne,F
1895,Kathryne,F
1895,Katheryn,F
1896,Kathryne,F
1896,Katheryn,F
1896,Catheryn,F
1897,Katheryn,F
1897,Kathryne,F
1898,Katheryn,F
1898,Kathryne,F
1899,Katheryn,F
1899,Kathryne,F
1900,Katheryn,F
1900,Kathryne,F
1900,Katheryne,F
1901,Katheryn,F
1901,Kathryne,F
1901,Catheryn,F
1902,Katheryn,F
1902,Kathryne,F
1902,Katheryne,F
1903,Katheryn,F
1903,Kathryne,F
1903,Katheryne,F
1904,Katheryn,F
1904,Kathryne,F
1904,Catheryn,F
1905,Katheryn,F
1905,Kathryne,F
1906,Katheryn,F
1906,Kathryne,F
1906,Katheryne,F
1907,Katheryn,F
1907,Kathryne,F
1907,Catheryn,F
1907,Cathryne,F
1908,Katheryn,F
1908,Kathryne,F
1908,Katheryne,F
1909,Katheryn,F
1909,Kathryne,F
1909,Katheryne,F
1910,Katheryn,F
1910,Kathryne,F
1910,Katheryne,F
1910,Cathryne,F
1911,Katheryn,F
1911,Kathryne,F
1911,Catheryn,F
1911,Katheryne,F
1911,Cathryne,F
1912,Katheryn,F
1912,Kathryne,F
1912,Catheryn,F
1912,Katheryne,F
1912,Catheryne,F
1913,Katheryn,F
1913,Kathryne,F
1913,Catheryn,F
1913,Katheryne,F
1913,Catheryne,F
1913,Cathryne,F
1914,Katheryn,F
1914,Kathryne,F
1914,Catheryn,F
1914,Katheryne,F
1914,Cathryne,F
1915,Katheryn,F
1915,Kathryne,F
1915,Catheryn,F
1915,Katheryne,F
1915,Cathryne,F
1916,Katheryn,F
1916,Kathryne,F
1916,Katheryne,F
1916,Catheryn,F
1916,Cathryne,F
1916,Catheryne,F
1916,Katherne,F
1917,Katheryn,F
1917,Kathryne,F
1917,Catheryn,F
1917,Katheryne,F
1917,Cathryne,F
1917,Catheryne,F
1918,Katheryn,F
1918,Kathryne,F
1918,Katheryne,F
1918,Catheryn,F
1918,Cathryne,F
1918,Catheryne,F
1919,Katheryn,F
1919,Kathryne,F
1919,Catheryn,F
1919,Katheryne,F
1919,Cathryne,F
1920,Katheryn,F
1920,Kathryne,F
1920,Catheryn,F
1920,Katheryne,F
1920,Cathryne,F
1920,Catheryne,F
1921,Katheryn,F
1921,Kathryne,F
1921,Katheryne,F
1921,Catheryn,F
1921,Cathryne,F
1921,Catherne,F
1921,Catheryne,F
1922,Katheryn,F
1922,Kathryne,F
1922,Katheryne,F
1922,Catheryn,F
1922,Cathryne,F
1923,Katheryn,F
1923,Kathryne,F
1923,Katheryne,F
1923,Catheryn,F
1923,Cathryne,F
1923,Catheryne,F
1924,Katheryn,F
1924,Kathryne,F
1924,Katheryne,F
1924,Catheryn,F
1924,Catheryne,F
1924,Cathryne,F
1925,Katheryn,F
1925,Kathryne,F
1925,Catheryn,F
1925,Katheryne,F
1925,Catheryne,F
1925,Cathryne,F
1926,Katheryn,F
1926,Kathryne,F
1926,Catheryn,F
1926,Katheryne,F
1926,Cathryne,F
1927,Katheryn,F
1927,Kathryne,F
1927,Catheryn,F
1927,Katheryne,F
1927,Cathryne,F
1928,Katheryn,F
1928,Kathryne,F
1928,Katheryne,F
1928,Catheryn,F
1928,Cathryne,F
1929,Katheryn,F
1929,Kathryne,F
1929,Cathryne,F
1929,Catheryn,F
1929,Katheryne,F
1929,Catheryne,F
1930,Katheryn,F
1930,Kathryne,F
1930,Katheryne,F
1930,Catheryn,F
1930,Cathryne,F
1930,Catheryne,F
1931,Katheryn,F
1931,Kathryne,F
1931,Catheryn,F
1931,Katheryne,F
1932,Katheryn,F
1932,Kathryne,F
1932,Katheryne,F
1932,Catheryn,F
1932,Cathryne,F
1933,Katheryn,F
1933,Kathryne,F
1933,Catheryn,F
1933,Cathryne,F
1933,Katheryne,F
1934,Katheryn,F
1934,Kathryne,F
1934,Catheryn,F
1934,Katheryne,F
1935,Katheryn,F
1935,Kathryne,F
1935,Catheryn,F
1935,Katheryne,F
1936,Katheryn,F
1936,Kathryne,F
1936,Catheryn,F
1936,Katheryne,F
1936,Cathryne,F
1937,Katheryn,F
1937,Kathryne,F
1937,Catheryn,F
1937,Katheryne,F
1937,Cathryne,F
1938,Katheryn,F
1938,Kathryne,F
1938,Katheryne,F
1938,Catheryn,F
1939,Katheryn,F
1939,Kathryne,F
1939,Katheryne,F
1939,Catheryn,F
1940,Katheryn,F
1940,Kathryne,F
1940,Katheryne,F
1940,Catheryn,F
1941,Katheryn,F
1941,Kathryne,F
1941,Katheryne,F
1941,Catheryn,F
1942,Katheryn,F
1942,Kathryne,F
1942,Catheryn,F
1942,Katheryne,F
1942,Cathryne,F
1943,Katheryn,F
1943,Kathryne,F
1943,Katheryne,F
1943,Catheryn,F
1943,Cathryne,F
1944,Katheryn,F
1944,Kathryne,F
1944,Katheryne,F
1944,Catheryn,F
1945,Katheryn,F
1945,Kathryne,F
1945,Catheryn,F
1945,Katheryne,F
1946,Katheryn,F
1946,Kathryne,F
1946,Katheryne,F
1946,Catheryn,F
1946,Cathryne,F
1947,Katheryn,F
1947,Kathryne,F
1947,Catheryn,F
1947,Katheryne,F
1947,Cathryne,F
1948,Katheryn,F
1948,Kathryne,F
1948,Catheryn,F
1948,Cathryne,F
1948,Katheryne,F
1949,Katheryn,F
1949,Kathryne,F
1949,Catheryn,F
1949,Katheryne,F
1949,Cathryne,F
1949,Catheryne,F
1950,Katheryn,F
1950,Kathryne,F
1950,Catheryn,F
1950,Katheryne,F
1950,Cathryne,F
1950,Catherne,F
1950,Katherne,F
1951,Katheryn,F
1951,Kathryne,F
1951,Catheryn,F
1951,Katheryne,F
1951,Cathryne,F
1952,Katheryn,F
1952,Kathryne,F
1952,Catheryn,F
1952,Katheryne,F
1952,Cathryne,F
1952,Catheryne,F
1953,Katheryn,F
1953,Kathryne,F
1953,Catheryn,F
1953,Katheryne,F
1953,Cathryne,F
1953,Catheryne,F
1954,Katheryn,F
1954,Kathryne,F
1954,Catheryn,F
1954,Katheryne,F
1954,Cathryne,F
1955,Katheryn,F
1955,Kathryne,F
1955,Catheryn,F
1955,Katheryne,F
1955,Catheryne,F
1956,Katheryn,F
1956,Kathryne,F
1956,Catheryn,F
1956,Katheryne,F
1956,Cathryne,F
1956,Catheryne,F
1957,Katheryn,F
1957,Kathryne,F
1957,Catheryn,F
1957,Katheryne,F
1957,Catheryne,F
1957,Cathryne,F
1958,Katheryn,F
1958,Kathryne,F
1958,Catheryn,F
1958,Cathryne,F
1958,Katheryne,F
1959,Katheryn,F
1959,Kathryne,F
1959,Katheryne,F
1959,Catheryn,F
1959,Cathryne,F
1960,Katheryn,F
1960,Kathryne,F
1960,Catheryn,F
1960,Katheryne,F
1960,Cathryne,F
1960,Katherne,F
1961,Katheryn,F
1961,Kathryne,F
1961,Catheryn,F
1961,Katheryne,F
1961,Cathryne,F
1961,Catheryne,F
1962,Katheryn,F
1962,Kathryne,F
1962,Catheryn,F
1962,Katheryne,F
1962,Cathryne,F
1963,Katheryn,F
1963,Kathryne,F
1963,Katheryne,F
1963,Catheryn,F
1964,Katheryn,F
1964,Kathryne,F
1964,Katheryne,F
1964,Catheryn,F
1964,Cathryne,F
1965,Katheryn,F
1965,Kathryne,F
1965,Catheryn,F
1965,Katheryne,F
1965,Catheryne,F
1965,Cathryne,F
1966,Katheryn,F
1966,Kathryne,F
1966,Katheryne,F
1966,Catheryn,F
1967,Katheryn,F
1967,Kathryne,F
1967,Catheryn,F
1967,Cathryne,F
1967,Katheryne,F
1968,Katheryn,F
1968,Kathryne,F
1968,Catheryn,F
1968,Katheryne,F
1969,Katheryn,F
1969,Kathryne,F
1969,Catheryn,F
1969,Katheryne,F
1970,Katheryn,F
1970,Kathryne,F
1970,Catheryn,F
1970,Katheryne,F
1970,Katherne,F
1971,Katheryn,F
1971,Kathryne,F
1971,Catheryn,F
1971,Katheryne,F
